Scaffold	Length
DPSCF304020	387
DPSCF304021	387
DPSCF304022	387
DPSCF304023	387
DPSCF304024	387
DPSCF304025	387
DPSCF304026	387
DPSCF304027	387
DPSCF304028	387
DPSCF304029	387
DPSCF304030	386
DPSCF304031	386
DPSCF304032	386
DPSCF304033	386
DPSCF304034	386
DPSCF304035	386
DPSCF304036	386
DPSCF304037	386
DPSCF304038	386
DPSCF304039	386
DPSCF304040	386
DPSCF304041	385
DPSCF304042	385
DPSCF304043	385
DPSCF304044	385
DPSCF304045	385
DPSCF304046	385
DPSCF304047	385
DPSCF304048	385
DPSCF304049	385
DPSCF304050	385
DPSCF304051	385
DPSCF304052	385
DPSCF304053	385
DPSCF304054	384
DPSCF304055	384
DPSCF304056	384
DPSCF304057	384
DPSCF304058	384
DPSCF304059	384
DPSCF304060	384
DPSCF304061	384
DPSCF304062	384
DPSCF304063	384
DPSCF304064	383
DPSCF304065	383
DPSCF304066	383
DPSCF304067	383
DPSCF304068	383
DPSCF304069	383
DPSCF304070	383
DPSCF304071	383
DPSCF304072	383
DPSCF304073	383
DPSCF304074	383
DPSCF304075	383
DPSCF304076	383
DPSCF304077	383
DPSCF304078	382
DPSCF304079	382
DPSCF304080	382
DPSCF304081	382
DPSCF304082	382
DPSCF304083	382
DPSCF304084	382
DPSCF304085	382
DPSCF304086	382
DPSCF304087	381
DPSCF304088	381
DPSCF304089	381
DPSCF304090	381
DPSCF304091	381
DPSCF304092	381
DPSCF304093	381
DPSCF304094	381
DPSCF304095	381
DPSCF304096	380
DPSCF304097	380
DPSCF304098	380
DPSCF304099	380
DPSCF304100	380
DPSCF304101	380
DPSCF304102	380
DPSCF304103	380
DPSCF304104	380
DPSCF304105	380
DPSCF304106	380
DPSCF304107	380
DPSCF304108	380
DPSCF304109	380
DPSCF304110	380
DPSCF304111	380
DPSCF304112	380
DPSCF304113	379
DPSCF304114	379
DPSCF304115	379
DPSCF304116	379
DPSCF304117	379
DPSCF304118	379
DPSCF304119	379
DPSCF304120	379
DPSCF304121	379
DPSCF304122	379
DPSCF304123	378
DPSCF304124	378
DPSCF304125	378
DPSCF304126	378
DPSCF304127	378
DPSCF304128	378
DPSCF304129	378
DPSCF304130	378
DPSCF304131	378
DPSCF304132	378
DPSCF304133	378
DPSCF304134	378
DPSCF304135	378
DPSCF304136	378
DPSCF304137	378
DPSCF304138	378
DPSCF304139	377
DPSCF304140	377
DPSCF304141	377
DPSCF304142	377
DPSCF304143	377
DPSCF304144	377
DPSCF304145	377
DPSCF304146	377
DPSCF304147	377
DPSCF304148	376
DPSCF304149	376
DPSCF304150	376
DPSCF304151	376
DPSCF304152	376
DPSCF304153	376
DPSCF304154	376
DPSCF304155	376
DPSCF304156	375
DPSCF304157	375
DPSCF304158	375
DPSCF304159	375
DPSCF304160	375
DPSCF304161	375
DPSCF304162	375
DPSCF304163	375
DPSCF304164	375
DPSCF304165	375
DPSCF304166	375
DPSCF304167	375
DPSCF304168	375
DPSCF304169	374
DPSCF304170	374
DPSCF304171	374
DPSCF304172	374
DPSCF304173	374
DPSCF304174	374
DPSCF304175	374
DPSCF304176	374
DPSCF304177	373
DPSCF304178	373
DPSCF304179	373
DPSCF304180	373
DPSCF304181	373
DPSCF304182	373
DPSCF304183	373
DPSCF304184	373
DPSCF304185	373
DPSCF304186	373
DPSCF304187	373
DPSCF304188	373
DPSCF304189	373
DPSCF304190	372
DPSCF304191	372
DPSCF304192	372
DPSCF304193	372
DPSCF304194	372
DPSCF304195	372
DPSCF304196	372
DPSCF304197	372
DPSCF304198	372
DPSCF304199	372
DPSCF304200	372
DPSCF304201	372
DPSCF304202	372
DPSCF304203	372
DPSCF304204	371
DPSCF304205	371
DPSCF304206	371
DPSCF304207	371
DPSCF304208	371
DPSCF304209	371
DPSCF304210	371
DPSCF304211	371
DPSCF304212	371
DPSCF304213	371
DPSCF304214	371
DPSCF304215	371
DPSCF304216	371
DPSCF304217	370
DPSCF304218	370
DPSCF304219	370
DPSCF304220	370
DPSCF304221	370
DPSCF304222	370
DPSCF304223	370
DPSCF304224	370
DPSCF304225	370
DPSCF304226	369
DPSCF304227	369
DPSCF304228	369
DPSCF304229	369
DPSCF304230	369
DPSCF304231	368
DPSCF304232	368
DPSCF304233	368
DPSCF304234	368
DPSCF304235	368
DPSCF304236	368
DPSCF304237	368
DPSCF304238	368
DPSCF304239	368
DPSCF304240	368
DPSCF304241	368
DPSCF304242	368
DPSCF304243	368
DPSCF304244	368
DPSCF304245	368
DPSCF304246	367
DPSCF304247	367
DPSCF304248	367
DPSCF304249	367
DPSCF304250	367
DPSCF304251	367
DPSCF304252	367
DPSCF304253	367
DPSCF304254	367
DPSCF304255	367
DPSCF304256	367
DPSCF304257	367
DPSCF304258	367
DPSCF304259	367
DPSCF304260	367
DPSCF304261	367
DPSCF304262	367
DPSCF304263	366
DPSCF304264	366
DPSCF304265	366
DPSCF304266	366
DPSCF304267	366
DPSCF304268	366
DPSCF304269	366
DPSCF304270	366
DPSCF304271	366
DPSCF304272	366
DPSCF304273	366
DPSCF304274	366
DPSCF304275	366
DPSCF304276	366
DPSCF304277	365
DPSCF304278	365
DPSCF304279	365
DPSCF304280	365
DPSCF304281	365
DPSCF304282	365
DPSCF304283	365
DPSCF304284	365
DPSCF304285	365
DPSCF304286	365
DPSCF304287	365
DPSCF304288	365
DPSCF304289	365
DPSCF304290	365
DPSCF304291	365
DPSCF304292	365
DPSCF304293	364
DPSCF304294	364
DPSCF304295	364
DPSCF304296	364
DPSCF304297	364
DPSCF304298	364
DPSCF304299	364
DPSCF304300	364
DPSCF304301	364
DPSCF304302	364
DPSCF304303	364
DPSCF304304	364
DPSCF304305	364
DPSCF304306	364
DPSCF304307	364
DPSCF304308	363
DPSCF304309	363
DPSCF304310	363
DPSCF304311	363
DPSCF304312	363
DPSCF304313	363
DPSCF304314	363
DPSCF304315	363
DPSCF304316	363
DPSCF304317	363
DPSCF304318	363
DPSCF304319	363
DPSCF304320	363
DPSCF304321	363
DPSCF304322	363
DPSCF304323	363
DPSCF304324	363
DPSCF304325	362
DPSCF304326	362
DPSCF304327	362
DPSCF304328	362
DPSCF304329	362
DPSCF304330	362
DPSCF304331	362
DPSCF304332	362
DPSCF304333	362
DPSCF304334	362
DPSCF304335	362
DPSCF304336	362
DPSCF304337	362
DPSCF304338	362
DPSCF304339	362
DPSCF304340	362
DPSCF304341	362
DPSCF304342	362
DPSCF304343	362
DPSCF304344	362
DPSCF304345	361
DPSCF304346	361
DPSCF304347	361
DPSCF304348	361
DPSCF304349	361
DPSCF304350	361
DPSCF304351	361
DPSCF304352	361
DPSCF304353	361
DPSCF304354	361
DPSCF304355	361
DPSCF304356	361
DPSCF304357	361
DPSCF304358	361
DPSCF304359	361
DPSCF304360	361
DPSCF304361	360
DPSCF304362	360
DPSCF304363	360
DPSCF304364	360
DPSCF304365	360
DPSCF304366	360
DPSCF304367	360
DPSCF304368	360
DPSCF304369	360
DPSCF304370	360
DPSCF304371	360
DPSCF304372	359
DPSCF304373	359
DPSCF304374	359
DPSCF304375	359
DPSCF304376	359
DPSCF304377	359
DPSCF304378	359
DPSCF304379	359
DPSCF304380	359
DPSCF304381	359
DPSCF304382	359
DPSCF304383	359
DPSCF304384	359
DPSCF304385	359
DPSCF304386	359
DPSCF304387	359
DPSCF304388	359
DPSCF304389	358
DPSCF304390	358
DPSCF304391	358
DPSCF304392	358
DPSCF304393	358
DPSCF304394	358
DPSCF304395	358
DPSCF304396	358
DPSCF304397	358
DPSCF304398	358
DPSCF304399	358
DPSCF304400	358
DPSCF304401	358
DPSCF304402	358
DPSCF304403	358
DPSCF304404	358
DPSCF304405	358
DPSCF304406	358
DPSCF304407	357
DPSCF304408	357
DPSCF304409	357
DPSCF304410	357
DPSCF304411	357
DPSCF304412	357
DPSCF304413	357
DPSCF304414	357
DPSCF304415	357
DPSCF304416	357
DPSCF304417	357
DPSCF304418	357
DPSCF304419	357
DPSCF304420	357
DPSCF304421	357
DPSCF304422	357
DPSCF304423	357
DPSCF304424	357
DPSCF304425	356
DPSCF304426	356
DPSCF304427	356
DPSCF304428	356
DPSCF304429	356
DPSCF304430	356
DPSCF304431	356
DPSCF304432	356
DPSCF304433	356
DPSCF304434	356
DPSCF304435	356
DPSCF304436	356
DPSCF304437	355
DPSCF304438	355
DPSCF304439	355
DPSCF304440	355
DPSCF304441	355
DPSCF304442	355
DPSCF304443	355
DPSCF304444	355
DPSCF304445	355
DPSCF304446	355
DPSCF304447	355
DPSCF304448	355
DPSCF304449	355
DPSCF304450	355
DPSCF304451	355
DPSCF304452	354
DPSCF304453	354
DPSCF304454	354
DPSCF304455	354
DPSCF304456	354
DPSCF304457	354
DPSCF304458	354
DPSCF304459	354
DPSCF304460	354
DPSCF304461	354
DPSCF304462	354
DPSCF304463	354
DPSCF304464	354
DPSCF304465	353
DPSCF304466	353
DPSCF304467	353
DPSCF304468	353
DPSCF304469	353
DPSCF304470	353
DPSCF304471	353
DPSCF304472	353
DPSCF304473	353
DPSCF304474	353
DPSCF304475	353
DPSCF304476	353
DPSCF304477	353
DPSCF304478	352
DPSCF304479	352
DPSCF304480	352
DPSCF304481	352
DPSCF304482	352
DPSCF304483	352
DPSCF304484	352
DPSCF304485	352
DPSCF304486	351
DPSCF304487	351
DPSCF304488	351
DPSCF304489	351
DPSCF304490	351
DPSCF304491	351
DPSCF304492	351
DPSCF304493	351
DPSCF304494	351
DPSCF304495	351
DPSCF304496	351
DPSCF304497	351
DPSCF304498	351
DPSCF304499	351
DPSCF304500	351
DPSCF304501	350
DPSCF304502	350
DPSCF304503	350
DPSCF304504	350
DPSCF304505	350
DPSCF304506	350
DPSCF304507	350
DPSCF304508	350
DPSCF304509	350
DPSCF304510	350
DPSCF304511	350
DPSCF304512	350
DPSCF304513	350
DPSCF304514	350
DPSCF304515	349
DPSCF304516	349
DPSCF304517	349
DPSCF304518	349
DPSCF304519	349
DPSCF304520	349
DPSCF304521	349
DPSCF304522	349
DPSCF304523	349
DPSCF304524	349
DPSCF304525	349
DPSCF304526	349
DPSCF304527	349
DPSCF304528	349
DPSCF304529	349
DPSCF304530	349
DPSCF304531	349
DPSCF304532	349
DPSCF304533	349
DPSCF304534	349
DPSCF304535	348
DPSCF304536	348
DPSCF304537	348
DPSCF304538	348
DPSCF304539	348
DPSCF304540	348
DPSCF304541	348
DPSCF304542	348
DPSCF304543	348
DPSCF304544	348
DPSCF304545	348
DPSCF304546	348
DPSCF304547	348
DPSCF304548	348
DPSCF304549	348
DPSCF304550	347
DPSCF304551	347
DPSCF304552	347
DPSCF304553	347
DPSCF304554	347
DPSCF304555	347
DPSCF304556	347
DPSCF304557	347
DPSCF304558	347
DPSCF304559	347
DPSCF304560	347
DPSCF304561	347
DPSCF304562	347
DPSCF304563	347
DPSCF304564	347
DPSCF304565	347
DPSCF304566	347
DPSCF304567	347
DPSCF304568	347
DPSCF304569	347
DPSCF304570	346
DPSCF304571	346
DPSCF304572	346
DPSCF304573	346
DPSCF304574	346
DPSCF304575	346
DPSCF304576	346
DPSCF304577	346
DPSCF304578	346
DPSCF304579	346
DPSCF304580	346
DPSCF304581	346
DPSCF304582	346
DPSCF304583	346
DPSCF304584	346
DPSCF304585	346
DPSCF304586	346
DPSCF304587	346
DPSCF304588	345
DPSCF304589	345
DPSCF304590	345
DPSCF304591	345
DPSCF304592	345
DPSCF304593	345
DPSCF304594	345
DPSCF304595	345
DPSCF304596	345
DPSCF304597	345
DPSCF304598	345
DPSCF304599	345
DPSCF304600	345
DPSCF304601	345
DPSCF304602	344
DPSCF304603	344
DPSCF304604	344
DPSCF304605	344
DPSCF304606	344
DPSCF304607	344
DPSCF304608	344
DPSCF304609	344
DPSCF304610	344
DPSCF304611	344
DPSCF304612	344
DPSCF304613	344
DPSCF304614	344
DPSCF304615	344
DPSCF304616	344
DPSCF304617	344
DPSCF304618	344
DPSCF304619	343
DPSCF304620	343
DPSCF304621	343
DPSCF304622	343
DPSCF304623	343
DPSCF304624	343
DPSCF304625	343
DPSCF304626	343
DPSCF304627	343
DPSCF304628	343
DPSCF304629	343
DPSCF304630	343
DPSCF304631	343
DPSCF304632	343
DPSCF304633	343
DPSCF304634	343
DPSCF304635	343
DPSCF304636	343
DPSCF304637	342
DPSCF304638	342
DPSCF304639	342
DPSCF304640	342
DPSCF304641	342
DPSCF304642	342
DPSCF304643	342
DPSCF304644	342
DPSCF304645	342
DPSCF304646	342
DPSCF304647	342
DPSCF304648	342
DPSCF304649	342
DPSCF304650	341
DPSCF304651	341
DPSCF304652	341
DPSCF304653	341
DPSCF304654	341
DPSCF304655	341
DPSCF304656	341
DPSCF304657	341
DPSCF304658	341
DPSCF304659	340
DPSCF304660	340
DPSCF304661	340
DPSCF304662	340
DPSCF304663	340
DPSCF304664	340
DPSCF304665	340
DPSCF304666	340
DPSCF304667	340
DPSCF304668	340
DPSCF304669	340
DPSCF304670	339
DPSCF304671	339
DPSCF304672	339
DPSCF304673	339
DPSCF304674	339
DPSCF304675	339
DPSCF304676	339
DPSCF304677	339
DPSCF304678	339
DPSCF304679	339
DPSCF304680	339
DPSCF304681	339
DPSCF304682	339
DPSCF304683	339
DPSCF304684	339
DPSCF304685	338
DPSCF304686	338
DPSCF304687	338
DPSCF304688	338
DPSCF304689	338
DPSCF304690	338
DPSCF304691	338
DPSCF304692	338
DPSCF304693	338
DPSCF304694	338
DPSCF304695	338
DPSCF304696	338
DPSCF304697	338
DPSCF304698	338
DPSCF304699	338
DPSCF304700	338
DPSCF304701	338
DPSCF304702	338
DPSCF304703	337
DPSCF304704	337
DPSCF304705	337
DPSCF304706	337
DPSCF304707	337
DPSCF304708	337
DPSCF304709	337
DPSCF304710	337
DPSCF304711	337
DPSCF304712	337
DPSCF304713	337
DPSCF304714	337
DPSCF304715	337
DPSCF304716	337
DPSCF304717	337
DPSCF304718	337
DPSCF304719	337
DPSCF304720	337
DPSCF304721	337
DPSCF304722	337
DPSCF304723	336
DPSCF304724	336
DPSCF304725	336
DPSCF304726	336
DPSCF304727	336
DPSCF304728	336
DPSCF304729	336
DPSCF304730	336
DPSCF304731	336
DPSCF304732	336
DPSCF304733	336
DPSCF304734	336
DPSCF304735	336
DPSCF304736	335
DPSCF304737	335
DPSCF304738	335
DPSCF304739	335
DPSCF304740	335
DPSCF304741	335
DPSCF304742	335
DPSCF304743	335
DPSCF304744	335
DPSCF304745	335
DPSCF304746	335
DPSCF304747	334
DPSCF304748	334
DPSCF304749	334
DPSCF304750	334
DPSCF304751	334
DPSCF304752	334
DPSCF304753	334
DPSCF304754	334
DPSCF304755	334
DPSCF304756	334
DPSCF304757	334
DPSCF304758	334
DPSCF304759	334
DPSCF304760	334
DPSCF304761	333
DPSCF304762	333
DPSCF304763	333
DPSCF304764	333
DPSCF304765	333
DPSCF304766	333
DPSCF304767	333
DPSCF304768	333
DPSCF304769	333
DPSCF304770	333
DPSCF304771	333
DPSCF304772	333
DPSCF304773	333
DPSCF304774	333
DPSCF304775	333
DPSCF304776	333
DPSCF304777	333
DPSCF304778	333
DPSCF304779	333
DPSCF304780	333
DPSCF304781	333
DPSCF304782	333
DPSCF304783	332
DPSCF304784	332
DPSCF304785	332
DPSCF304786	332
DPSCF304787	332
DPSCF304788	332
DPSCF304789	332
DPSCF304790	332
DPSCF304791	332
DPSCF304792	332
DPSCF304793	332
DPSCF304794	332
DPSCF304795	332
DPSCF304796	332
DPSCF304797	332
DPSCF304798	332
DPSCF304799	332
DPSCF304800	332
DPSCF304801	331
DPSCF304802	331
DPSCF304803	331
DPSCF304804	331
DPSCF304805	331
DPSCF304806	331
DPSCF304807	331
DPSCF304808	331
DPSCF304809	331
DPSCF304810	331
DPSCF304811	331
DPSCF304812	331
DPSCF304813	331
DPSCF304814	331
DPSCF304815	331
DPSCF304816	331
DPSCF304817	330
DPSCF304818	330
DPSCF304819	330
DPSCF304820	330
DPSCF304821	330
DPSCF304822	330
DPSCF304823	330
DPSCF304824	330
DPSCF304825	330
DPSCF304826	330
DPSCF304827	330
DPSCF304828	330
DPSCF304829	330
DPSCF304830	330
DPSCF304831	329
DPSCF304832	329
DPSCF304833	329
DPSCF304834	329
DPSCF304835	329
DPSCF304836	329
DPSCF304837	329
DPSCF304838	329
DPSCF304839	329
DPSCF304840	329
DPSCF304841	329
DPSCF304842	329
DPSCF304843	329
DPSCF304844	329
DPSCF304845	329
DPSCF304846	329
DPSCF304847	329
DPSCF304848	329
DPSCF304849	328
DPSCF304850	328
DPSCF304851	328
DPSCF304852	328
DPSCF304853	328
DPSCF304854	328
DPSCF304855	328
DPSCF304856	328
DPSCF304857	328
DPSCF304858	328
DPSCF304859	328
DPSCF304860	328
DPSCF304861	327
DPSCF304862	327
DPSCF304863	327
DPSCF304864	327
DPSCF304865	327
DPSCF304866	327
DPSCF304867	327
DPSCF304868	326
DPSCF304869	326
DPSCF304870	326
DPSCF304871	326
DPSCF304872	326
DPSCF304873	326
DPSCF304874	326
DPSCF304875	326
DPSCF304876	326
DPSCF304877	326
DPSCF304878	326
DPSCF304879	326
DPSCF304880	325
DPSCF304881	325
DPSCF304882	325
DPSCF304883	325
DPSCF304884	325
DPSCF304885	325
DPSCF304886	325
DPSCF304887	325
DPSCF304888	325
DPSCF304889	325
DPSCF304890	325
DPSCF304891	325
DPSCF304892	325
DPSCF304893	325
DPSCF304894	325
DPSCF304895	325
DPSCF304896	325
DPSCF304897	325
DPSCF304898	325
DPSCF304899	325
DPSCF304900	324
DPSCF304901	324
DPSCF304902	324
DPSCF304903	324
DPSCF304904	324
DPSCF304905	324
DPSCF304906	324
DPSCF304907	324
DPSCF304908	324
DPSCF304909	324
DPSCF304910	324
DPSCF304911	324
DPSCF304912	324
DPSCF304913	324
DPSCF304914	324
DPSCF304915	324
DPSCF304916	324
DPSCF304917	324
DPSCF304918	324
DPSCF304919	324
DPSCF304920	324
DPSCF304921	324
DPSCF304922	324
DPSCF304923	324
DPSCF304924	324
DPSCF304925	323
DPSCF304926	323
DPSCF304927	323
DPSCF304928	323
DPSCF304929	323
DPSCF304930	323
DPSCF304931	323
DPSCF304932	323
DPSCF304933	323
DPSCF304934	323
DPSCF304935	323
DPSCF304936	323
DPSCF304937	323
DPSCF304938	323
DPSCF304939	322
DPSCF304940	322
DPSCF304941	322
DPSCF304942	322
DPSCF304943	322
DPSCF304944	322
DPSCF304945	322
DPSCF304946	322
DPSCF304947	322
DPSCF304948	322
DPSCF304949	322
DPSCF304950	322
DPSCF304951	322
DPSCF304952	322
DPSCF304953	322
DPSCF304954	322
DPSCF304955	322
DPSCF304956	321
DPSCF304957	321
DPSCF304958	321
DPSCF304959	321
DPSCF304960	321
DPSCF304961	321
DPSCF304962	321
DPSCF304963	321
DPSCF304964	321
DPSCF304965	321
DPSCF304966	321
DPSCF304967	321
DPSCF304968	321
DPSCF304969	321
DPSCF304970	321
DPSCF304971	321
DPSCF304972	321
DPSCF304973	321
DPSCF304974	321
DPSCF304975	321
DPSCF304976	321
DPSCF304977	320
DPSCF304978	320
DPSCF304979	320
DPSCF304980	320
DPSCF304981	320
DPSCF304982	320
DPSCF304983	320
DPSCF304984	320
DPSCF304985	320
DPSCF304986	320
DPSCF304987	320
DPSCF304988	320
DPSCF304989	320
DPSCF304990	320
DPSCF304991	320
DPSCF304992	320
DPSCF304993	319
DPSCF304994	319
DPSCF304995	319
DPSCF304996	319
DPSCF304997	319
DPSCF304998	319
DPSCF304999	319
DPSCF305000	319
DPSCF305001	319
DPSCF305002	319
DPSCF305003	319
DPSCF305004	319
DPSCF305005	319
DPSCF305006	319
DPSCF305007	319
DPSCF305008	319
DPSCF305009	319
DPSCF305010	319
DPSCF305011	319
DPSCF305012	319
DPSCF305013	319
DPSCF305014	319
DPSCF305015	319
DPSCF305016	318
DPSCF305017	318
DPSCF305018	318
DPSCF305019	318
DPSCF305020	318
DPSCF305021	318
DPSCF305022	318
DPSCF305023	318
DPSCF305024	318
DPSCF305025	318
DPSCF305026	318
DPSCF305027	318
DPSCF305028	318
DPSCF305029	318
DPSCF305030	318
DPSCF305031	318
DPSCF305032	318
DPSCF305033	318
DPSCF305034	318
DPSCF305035	317
DPSCF305036	317
DPSCF305037	317
DPSCF305038	317
DPSCF305039	317
DPSCF305040	317
DPSCF305041	317
DPSCF305042	317
DPSCF305043	317
DPSCF305044	317
DPSCF305045	317
DPSCF305046	317
DPSCF305047	317
DPSCF305048	317
DPSCF305049	317
DPSCF305050	317
DPSCF305051	317
DPSCF305052	317
DPSCF305053	316
DPSCF305054	316
DPSCF305055	316
DPSCF305056	316
DPSCF305057	316
DPSCF305058	316
DPSCF305059	316
DPSCF305060	316
DPSCF305061	316
DPSCF305062	316
DPSCF305063	316
DPSCF305064	316
DPSCF305065	316
DPSCF305066	316
DPSCF305067	315
DPSCF305068	315
DPSCF305069	315
DPSCF305070	315
DPSCF305071	315
DPSCF305072	315
DPSCF305073	315
DPSCF305074	315
DPSCF305075	315
DPSCF305076	315
DPSCF305077	315
DPSCF305078	315
DPSCF305079	315
DPSCF305080	315
DPSCF305081	315
DPSCF305082	315
DPSCF305083	315
DPSCF305084	315
DPSCF305085	315
DPSCF305086	315
DPSCF305087	315
DPSCF305088	315
DPSCF305089	314
DPSCF305090	314
DPSCF305091	314
DPSCF305092	314
DPSCF305093	314
DPSCF305094	314
DPSCF305095	314
DPSCF305096	314
DPSCF305097	314
DPSCF305098	314
DPSCF305099	314
DPSCF305100	314
DPSCF305101	314
DPSCF305102	314
DPSCF305103	314
DPSCF305104	314
DPSCF305105	314
DPSCF305106	314
DPSCF305107	314
DPSCF305108	313
DPSCF305109	313
DPSCF305110	313
DPSCF305111	313
DPSCF305112	313
DPSCF305113	313
DPSCF305114	313
DPSCF305115	313
DPSCF305116	313
DPSCF305117	313
DPSCF305118	313
DPSCF305119	313
DPSCF305120	313
DPSCF305121	313
DPSCF305122	313
DPSCF305123	313
DPSCF305124	313
DPSCF305125	313
DPSCF305126	313
DPSCF305127	312
DPSCF305128	312
DPSCF305129	312
DPSCF305130	312
DPSCF305131	312
DPSCF305132	312
DPSCF305133	312
DPSCF305134	312
DPSCF305135	312
DPSCF305136	312
DPSCF305137	312
DPSCF305138	312
DPSCF305139	312
DPSCF305140	312
DPSCF305141	312
DPSCF305142	312
DPSCF305143	311
DPSCF305144	311
DPSCF305145	311
DPSCF305146	311
DPSCF305147	311
DPSCF305148	311
DPSCF305149	311
DPSCF305150	311
DPSCF305151	311
DPSCF305152	311
DPSCF305153	311
DPSCF305154	311
DPSCF305155	311
DPSCF305156	311
DPSCF305157	311
DPSCF305158	311
DPSCF305159	311
DPSCF305160	311
DPSCF305161	311
DPSCF305162	311
DPSCF305163	310
DPSCF305164	310
DPSCF305165	310
DPSCF305166	310
DPSCF305167	310
DPSCF305168	310
DPSCF305169	310
DPSCF305170	310
DPSCF305171	310
DPSCF305172	310
DPSCF305173	310
DPSCF305174	310
DPSCF305175	310
DPSCF305176	310
DPSCF305177	310
DPSCF305178	310
DPSCF305179	310
DPSCF305180	310
DPSCF305181	310
DPSCF305182	310
DPSCF305183	310
DPSCF305184	310
DPSCF305185	310
DPSCF305186	309
DPSCF305187	309
DPSCF305188	309
DPSCF305189	309
DPSCF305190	309
DPSCF305191	309
DPSCF305192	309
DPSCF305193	309
DPSCF305194	309
DPSCF305195	309
DPSCF305196	309
DPSCF305197	309
DPSCF305198	309
DPSCF305199	309
DPSCF305200	309
DPSCF305201	309
DPSCF305202	309
DPSCF305203	308
DPSCF305204	308
DPSCF305205	308
DPSCF305206	308
DPSCF305207	308
DPSCF305208	308
DPSCF305209	308
DPSCF305210	308
DPSCF305211	308
DPSCF305212	308
DPSCF305213	308
DPSCF305214	308
DPSCF305215	308
DPSCF305216	308
DPSCF305217	308
DPSCF305218	308
DPSCF305219	308
DPSCF305220	308
DPSCF305221	308
DPSCF305222	307
DPSCF305223	307
DPSCF305224	307
DPSCF305225	307
DPSCF305226	307
DPSCF305227	307
DPSCF305228	307
DPSCF305229	307
DPSCF305230	307
DPSCF305231	307
DPSCF305232	307
DPSCF305233	307
DPSCF305234	307
DPSCF305235	307
DPSCF305236	307
DPSCF305237	307
DPSCF305238	307
DPSCF305239	307
DPSCF305240	307
DPSCF305241	307
DPSCF305242	307
DPSCF305243	307
DPSCF305244	307
DPSCF305245	307
DPSCF305246	306
DPSCF305247	306
DPSCF305248	306
DPSCF305249	306
DPSCF305250	306
DPSCF305251	306
DPSCF305252	306
DPSCF305253	306
DPSCF305254	306
DPSCF305255	306
DPSCF305256	306
DPSCF305257	306
DPSCF305258	306
DPSCF305259	306
DPSCF305260	306
DPSCF305261	306
DPSCF305262	306
DPSCF305263	306
DPSCF305264	306
DPSCF305265	306
DPSCF305266	306
DPSCF305267	305
DPSCF305268	305
DPSCF305269	305
DPSCF305270	305
DPSCF305271	305
DPSCF305272	305
DPSCF305273	305
DPSCF305274	305
DPSCF305275	305
DPSCF305276	305
DPSCF305277	305
DPSCF305278	305
DPSCF305279	305
DPSCF305280	305
DPSCF305281	305
DPSCF305282	305
DPSCF305283	305
DPSCF305284	305
DPSCF305285	305
DPSCF305286	304
DPSCF305287	304
DPSCF305288	304
DPSCF305289	304
DPSCF305290	304
DPSCF305291	304
DPSCF305292	304
DPSCF305293	304
DPSCF305294	304
DPSCF305295	304
DPSCF305296	304
DPSCF305297	304
DPSCF305298	304
DPSCF305299	304
DPSCF305300	304
DPSCF305301	304
DPSCF305302	304
DPSCF305303	304
DPSCF305304	304
DPSCF305305	304
DPSCF305306	304
DPSCF305307	303
DPSCF305308	303
DPSCF305309	303
DPSCF305310	303
DPSCF305311	303
DPSCF305312	303
DPSCF305313	303
DPSCF305314	303
DPSCF305315	303
DPSCF305316	303
DPSCF305317	303
DPSCF305318	303
DPSCF305319	303
DPSCF305320	303
DPSCF305321	303
DPSCF305322	303
DPSCF305323	303
DPSCF305324	303
DPSCF305325	303
DPSCF305326	303
DPSCF305327	303
DPSCF305328	303
DPSCF305329	302
DPSCF305330	302
DPSCF305331	302
DPSCF305332	302
DPSCF305333	302
DPSCF305334	302
DPSCF305335	302
DPSCF305336	302
DPSCF305337	302
DPSCF305338	302
DPSCF305339	302
DPSCF305340	302
DPSCF305341	302
DPSCF305342	302
DPSCF305343	302
DPSCF305344	301
DPSCF305345	301
DPSCF305346	301
DPSCF305347	301
DPSCF305348	301
DPSCF305349	301
DPSCF305350	301
DPSCF305351	301
DPSCF305352	301
DPSCF305353	301
DPSCF305354	301
DPSCF305355	301
DPSCF305356	301
DPSCF305357	301
DPSCF305358	301
DPSCF305359	301
DPSCF305360	301
DPSCF305361	301
DPSCF305362	301
DPSCF305363	301
DPSCF305364	300
DPSCF305365	300
DPSCF305366	300
DPSCF305367	300
DPSCF305368	300
DPSCF305369	300
DPSCF305370	300
DPSCF305371	300
DPSCF305372	300
DPSCF305373	300
DPSCF305374	300
DPSCF305375	300
DPSCF305376	300
DPSCF305377	300
DPSCF305378	300
DPSCF305379	300
DPSCF305380	300
DPSCF305381	300
DPSCF305382	300
DPSCF305383	300
DPSCF305384	300
DPSCF305385	300
DPSCF305386	300
DPSCF305387	300
DPSCF305388	300
DPSCF305389	300
DPSCF305390	300
DPSCF305391	300
DPSCF305392	300
DPSCF305393	300
DPSCF305394	300
DPSCF305395	300
DPSCF305396	300
DPSCF305397	300
